mean,std,skewness,kurtosis,iqr,zcr,rms,spec_centroid,spec_bandwidth,spec_contrast,spec_flatness,spec_rolloff,tonnetz_mean,tonnetz_std,mfcc_1_mean,mfcc_1_std,mfcc_1_skew,mfcc_1_kurt,mfcc_2_mean,mfcc_2_std,mfcc_2_skew,mfcc_2_kurt,mfcc_3_mean,mfcc_3_std,mfcc_3_skew,mfcc_3_kurt,mfcc_4_mean,mfcc_4_std,mfcc_4_skew,mfcc_4_kurt,mfcc_5_mean,mfcc_5_std,mfcc_5_skew,mfcc_5_kurt,mfcc_6_mean,mfcc_6_std,mfcc_6_skew,mfcc_6_kurt,mfcc_7_mean,mfcc_7_std,mfcc_7_skew,mfcc_7_kurt,mfcc_8_mean,mfcc_8_std,mfcc_8_skew,mfcc_8_kurt,mfcc_9_mean,mfcc_9_std,mfcc_9_skew,mfcc_9_kurt,mfcc_10_mean,mfcc_10_std,mfcc_10_skew,mfcc_10_kurt,mfcc_11_mean,mfcc_11_std,mfcc_11_skew,mfcc_11_kurt,mfcc_12_mean,mfcc_12_std,mfcc_12_skew,mfcc_12_kurt,mfcc_13_mean,mfcc_13_std,mfcc_13_skew,mfcc_13_kurt,mfcc_14_mean,mfcc_14_std,mfcc_14_skew,mfcc_14_kurt,mfcc_15_mean,mfcc_15_std,mfcc_15_skew,mfcc_15_kurt,mfcc_16_mean,mfcc_16_std,mfcc_16_skew,mfcc_16_kurt,mfcc_17_mean,mfcc_17_std,mfcc_17_skew,mfcc_17_kurt,mfcc_18_mean,mfcc_18_std,mfcc_18_skew,mfcc_18_kurt,mfcc_19_mean,mfcc_19_std,mfcc_19_skew,mfcc_19_kurt,mfcc_20_mean,mfcc_20_std,mfcc_20_skew,mfcc_20_kurt,target
1.9830757e-05,0.076559424,0.5428952679868951,4.033669657867042,0.04635529825463891,0.043288010817307696,0.06498445,778.4392724420643,869.6777930339704,23.1425383107008,0.00018877846,1234.8463792067307,-0.042037198630044625,0.12195711959230222,-362.1965,81.63925,-0.5740681718526394,-0.7944485182927008,197.43434,39.99949,-0.9305716709225772,-0.30369828708442137,7.3206854,45.181114,0.2834753176298482,-1.3130524157513566,-2.6220567,30.638514,0.2824006799255295,-1.6030495967039924,-12.166045,20.575222,0.4291784099796445,0.2900759100584178,-3.0199761,16.808107,0.43742111250412574,-0.23984000162742758,-22.82853,15.499496,0.1651759397624181,-0.7370899711170833,-3.1468263,11.792379,-0.8566558307510492,-0.30295982497566065,-3.0017157,5.7556067,0.12555773165438594,-1.2105562183315057,-13.659359,8.238575,-0.3111139652391049,-0.09466785930746857,3.198276,13.783981,0.14602542568196075,-1.2058668515507946,-1.4424418,11.9416065,-0.333397056305747,-0.9743594221892531,-7.5481977,11.947612,1.435395170166164,1.1451439767583524,-16.728086,7.3088655,-0.5503965843488585,-0.24364484719998192,-6.4377975,4.5908537,-0.06799217870473521,-0.2470314064313741,-4.5406084,6.22682,-0.13746311360122998,-1.5263366524854405,-9.222061,6.725324,1.3063443226840075,1.1963021493707267,-10.25793,4.7032623,-0.39432066996728266,-0.7186560143178418,-8.944139,7.077774,0.16506070073085224,-0.5520816717587529,-4.091108,4.4532638,0.294402782884421,-1.0246465362525452,aqbil_buka
-4.6334946e-05,0.08429829,0.8355546871086825,6.875644142497638,0.03329124138690531,0.04847181165540541,0.064159304,843.2378174234833,968.4873924183725,22.585795891769614,0.00036545796,1381.0348923141892,-0.00013556772605614374,0.08557360523121514,-351.28122,92.55103,-0.23376405804753292,-0.966094082631145,175.224,48.153847,-0.7939183954372443,-0.39825122088572984,9.383203,50.981556,-0.3850702572604445,-1.2349144157090757,-7.9948153,30.484442,0.04135653966430822,-1.4018876521423767,-2.7597048,14.234646,0.13885202864052895,0.5136744686810064,-3.5268414,9.857964,0.13698020724500784,-0.7718072633818598,-22.746258,16.361885,-0.3363263103177773,-0.6935475701520879,-4.5547895,9.822734,0.25437781477466587,0.011597575265449134,-3.7684813,5.4516487,-0.4489509805268119,-1.0634371671080474,-4.606946,6.0968184,-0.46270133116219153,0.8446058568619064,0.08906184,9.070584,0.43070603113758044,-0.6317999269822736,-6.021177,10.303821,-0.4771360021873025,-1.076005947051721,-10.053784,7.5806503,0.5088037046701425,-0.02700084611478548,-18.786047,10.395153,-0.2901977282106636,-1.0971410078864068,-3.2581325,6.3115144,0.11734729279400909,-1.096771619223459,-5.404872,4.06277,-0.6412631971551503,0.013355190461061373,-9.783963,6.9167156,0.07401936101345663,-1.071909889931353,-7.385687,4.27505,-0.1264624428496445,-0.1862439814022907,-7.027356,6.1058226,-0.23198948897592286,-0.8851804455186079,-0.96138704,5.351837,-0.9768398926327597,0.6873022534535407,aqbil_buka
-5.431489e-05,0.08528832,0.5268014165516542,3.3834384387078913,0.06682248366996646,0.045420121173469385,0.07082421,818.6985635342544,866.2096172857073,26.40731157052555,0.00019269438,1258.154296875,-0.01424056716552474,0.24183152239626166,-381.73438,71.833916,-0.19845556933024047,0.20822163059520937,165.53995,37.700283,-1.152144532467725,0.6059397486321032,-3.2841928,49.609318,0.03347805279115576,-1.7414826524882976,-16.275047,39.538185,0.014080663431410364,-1.4466177458780718,-0.5738938,12.622081,0.26959576443194694,-0.030676384238204513,-3.188626,11.962495,1.1735380631181027,0.7877548406194887,-21.812555,19.40101,-0.2133061693929757,-1.3000117742332158,-9.714383,11.852886,-0.7788700434701082,0.7742526864511361,-3.597631,5.566825,-1.6565285690260243,2.8712541192839245,-4.229558,6.9829116,-0.489110519944374,-0.12074116091157672,-4.0002713,6.8842573,0.14278674436831187,-0.49466600115249326,-2.972388,12.475411,0.0017525670723271998,-1.4094395047001806,-9.482794,11.0892,0.15658509957811068,-0.9413064962142101,-22.93301,10.600158,0.42073253645794106,-1.0968710845055791,-7.5987625,6.37495,0.7587760683012332,0.06129103362188948,-3.1386976,5.8665037,-0.48504615497680387,-0.7365074369998732,-7.9733276,5.481807,0.09185241574111923,-0.6691010198153151,-9.961003,7.301416,-0.008058707871853131,-1.540024017022252,-4.7472153,4.8634987,-0.19801580029649035,-0.8205692146646406,-0.82845646,5.3182945,-1.1105404640474479,0.6131792543228549,aqbil_buka
-0.000601035,0.08413284,0.5289569735541269,2.6623818147077447,0.07974595576524734,0.04378609035326087,0.070755295,717.0273853401048,805.3327558543383,25.020018571021346,9.635097e-05,1119.0243928328805,0.029351514210225495,0.18359449576764802,-373.00327,68.464745,-0.4941271172154065,-0.3324342168146375,181.69688,41.175285,-0.07767760524926745,-0.10124910314912361,13.699096,45.33666,0.13843718570375252,-1.5272005941595723,-3.9935064,25.47446,0.8492364704958463,-0.44683928589796684,-3.9292254,15.089785,0.8642730882989085,0.625504710643487,-6.874195,13.3685,0.7601502233351874,-0.05947885173174505,-12.984395,15.115664,-0.35750302296352054,-0.678121464126582,-8.576345,10.974384,-0.29316080299764224,-0.7513986906299035,-6.094311,5.222463,-0.20617773630322347,-0.8870404682689066,-5.0082808,11.207826,-0.7382877631099359,-0.2014305491323718,-8.226388,6.33061,0.8195641060224949,0.8388944461818566,-1.068294,9.58623,-0.22440167930617855,-1.4481780611994965,1.327028,14.10719,0.32608322600021183,-1.364805831506806,-19.41379,8.332215,0.11198055789632406,-1.2489224387498794,-8.540566,3.5324748,0.5305661319411947,-0.05596182175208542,0.7824304,5.703133,-0.1007087674464948,-1.2740093694715264,-10.382659,7.1508007,-0.10132372366690726,-1.065278835285016,-13.627717,8.253556,-0.021959497206708103,-1.675618981773008,-6.885303,6.498797,-0.33410398071632974,-0.9900954638882054,-1.6144905,4.174289,-0.02350851887073938,-0.11238015344972174,aqbil_buka
6.1805135e-06,0.07239588,0.9876615279454277,5.469306922255747,0.04053927352651954,0.044331868489583336,0.061302196,776.0118215066017,817.1118367201661,23.020260667508172,0.0001356586,1175.8026123046875,0.03674921236146478,0.10140917630323355,-358.29642,90.339516,-0.18879238708582152,-1.229205023385052,192.44075,35.52095,-0.7712830712421836,-0.4722298564572749,-2.3258762,58.15674,0.058113258292343754,-1.667761113792732,4.6799164,25.876175,0.1699475753728304,-1.4561466516438788,-8.146149,18.92801,0.6885127430647252,0.27588560265805606,-8.54558,14.6225815,0.6671036563057126,-0.1393937420577851,-12.041955,10.969336,0.8220571351987361,0.13788757968660814,-9.427969,8.710961,-0.2722508213614605,-0.6132562417535854,0.27276036,6.713294,-0.47516621166323525,-0.897374834268875,-7.663135,8.385676,-0.9573339620972171,-0.060491425574780155,-2.5202198,7.4467254,0.4035833637615063,-0.33987004602493487,3.8940334,15.854076,-0.2722747137198288,-1.6485232917843653,-9.484909,8.119888,-0.33950290839279024,-0.9399171613417021,-23.779495,11.054344,0.1664554872546863,-1.0434463350310703,-6.8877087,5.2531667,0.3621556274817466,-0.12508280512132908,-3.7445335,7.6572065,-0.09070376045929873,-1.3015477045948936,-13.228059,9.183262,0.2922080600563243,-1.2744659843842443,-7.217457,6.8004994,-0.2920792895686135,-1.006386243624953,-10.314827,6.123582,-0.16090569885248407,-1.1667805985935733,-6.4179435,2.8495855,-0.2829031495278257,-0.6046970284512474,aqbil_buka
6.708231e-05,0.08178328,0.569376381327403,5.927075456480765,0.05507291899994016,0.046315262957317076,0.06846221,758.9311772070939,759.3763939424721,25.16344996012423,6.806462e-05,1142.0475657393292,0.0255985696583306,0.17701019294696008,-355.0449,68.87448,-0.5458758519145555,-1.0318346662636972,184.7038,37.743484,-0.7955296633766371,-0.7300378854712752,-1.9978755,47.510166,0.2259513989177727,-1.7891631006780737,-16.699053,38.24369,0.5321412743886048,-1.303372835307066,1.0644509,18.457016,0.2692708282040871,-0.6174283261982234,-2.6100621,13.718429,0.5972746680056022,0.1948563687368119,-12.16222,13.332975,0.6002501844827053,-0.8921306076367586,-11.793512,15.377671,-0.23870094174821313,-0.9617876141984647,0.8818938,5.6797256,-0.24709185946688866,-1.2417414200628636,-1.9627881,7.9671645,-0.086394258380066,-1.0967063527356584,-8.408829,6.494072,0.19586839121936706,1.389882108534204,-0.5298871,14.512158,-0.5288875103630026,-1.0265698997480277,-12.290993,5.740046,0.2535891516903106,-0.2538725078198163,-25.445042,11.12988,0.04676846204725501,-1.5652935914769428,-4.746539,5.1713443,0.34247890699341427,0.06624719183085936,1.7571692,5.4636526,0.17028386509336066,-1.3775109315251168,-8.888394,7.278117,0.3545560595237578,-1.1634122214536942,-8.198595,3.5422719,0.45902720911744294,1.4691547133022498,-6.0012374,3.7930794,-1.153440106583803,0.9920895129204328,-3.6292906,2.5258834,0.8162926722374072,0.2965491074829316,aqbil_buka
-0.00010764772,0.08252608,0.6751679534395895,3.378164128877687,0.053423444740474224,0.04578488372093023,0.07070224,820.8714572534652,809.2149916924651,25.372365349390854,0.00011019746,1251.930414244186,-0.07501364851559549,0.17096291627517135,-348.20016,81.662926,-0.34339062449987684,-1.1706429166238275,186.00322,34.52446,-0.9967179171717353,0.5326510371061146,-10.623085,60.91387,0.12963202995426654,-1.80733930358868,-5.460915,28.595404,0.6684924328608988,-0.8333710452268104,1.5369382,19.241804,0.033275714866524975,-0.46388243219652736,-9.993886,13.657757,1.4693116610808825,1.6086404085737396,-16.491913,11.331295,-0.03824892953313274,-0.6138956104999695,-13.118699,14.744908,0.1897790480661133,-1.580578474775984,-2.1096666,5.1499963,0.5541511652990699,0.2904023046276065,-3.509311,15.693255,-0.143282563350186,-1.6046830439757653,-12.196757,10.533554,-0.394689661445489,-0.13705285032897452,-7.3020253,14.024018,-0.3296226047611429,-1.5195532847248676,-9.741674,7.627397,-0.26939034230647696,-1.366057356207103,-19.47183,11.610991,-0.005574514408448332,-1.4506888234006854,-0.24993023,4.768833,1.0980273498372697,1.883545316598239,1.9960741,6.006962,-0.3541148504825634,-0.49174885863415785,-13.142363,8.591402,0.364239690277712,-0.9275206273503738,-11.012958,4.624582,-0.6083175594909267,0.5900859082602978,-4.387285,5.413245,-0.215133541650492,-1.0054369909375793,-1.8803123,4.9923797,0.6476695770112239,1.0687221100188111,aqbil_buka
0.00017759016,0.10074092,0.676170827748958,4.60979971158621,0.05762504506856203,0.05231119791666667,0.08299627,917.6129488002151,914.9861993385159,26.341478253957423,0.00023563593,1480.048828125,-0.07517010142431563,0.16296134009212562,-326.2674,73.71782,-0.5985224702268567,0.02598228575886896,169.48766,34.421085,-1.2052661330922245,1.6606767106539797,-15.42516,55.122604,0.38808058019532354,-1.5879879237818684,-10.5512,22.342442,0.47050179706450523,-0.4655792173829001,-3.7256255,15.565333,-0.5956122217469261,0.10710903039486341,-5.035383,14.763999,0.4204699024281625,-0.21328887040227507,-18.933783,14.124358,0.2642787605828375,-0.99726820244019,-12.876285,15.502781,0.32120669218872194,-1.3406810645109364,-1.2527361,4.151939,0.49233981617502737,0.6402294601315894,-3.3011403,11.88918,-0.5168279390204891,-1.2970177351826955,-9.179271,10.342556,0.09019730248254713,0.1113116421137792,-3.0542946,13.027489,-0.6152664142139672,-0.9698760468120002,-3.942294,11.416465,-0.09703174072881218,-1.4452325501590786,-22.388844,13.441683,0.14381326667971175,-1.4576516910901391,-3.1763115,3.4785092,-0.4565137469347983,0.5206119171160379,3.3878276,5.8394275,-0.7842147005174211,-0.09525305080530178,-12.586815,6.919185,0.3061898931285866,-0.9939332791056206,-11.291951,2.9395614,-0.5290021709757224,-0.03023381908726641,-6.466754,3.6637044,-0.7771543569241492,0.47331283335425045,-3.4111006,4.1596127,-0.15059888927044357,-0.7833689990758628,aqbil_buka
0.00036029724,0.07691616,0.613959453368195,3.7619157960754634,0.03937589377164841,0.0549056682180851,0.06393167,879.953192891809,886.4130057337353,25.736080042285515,0.00020405442,1477.7733336103724,-0.05080940187584396,0.16915828913764147,-355.0647,87.611984,-0.6989172401601111,-0.310764276678019,176.3448,39.197334,-1.6295367470345246,1.6378196486325676,-13.054477,53.271477,0.22083322199019217,-1.6825461309144036,-4.6715856,22.4377,0.11241354922127221,-0.99530294340037,-3.3074563,17.208826,-0.772077270021129,0.4443376820338383,-7.2334075,12.578982,1.0274835528249526,0.763864491280235,-15.101643,12.530651,-0.5356918521617751,-0.5504420029655015,-11.10792,14.5316925,0.09851511097861998,-1.2076982506193232,-0.5848799,4.0023165,-0.6800615015382842,-0.022539068810790486,-4.3680487,11.692096,-0.2888171360161571,-1.2812785993690576,-8.096945,9.957569,-0.2040114641761785,-0.12921178014055323,-0.6439114,14.429823,-0.6935422012540644,-1.2108127875196935,-8.578236,7.865352,-0.15822085456919427,-0.6515526563991778,-20.248138,11.900441,0.4686786420563132,-0.725400112349142,2.2250237,5.7072663,-0.7166038323309576,-0.3123582290799214,0.007867367,3.474025,-0.19837918164938126,0.027683049712099894,-12.3205595,8.652114,0.9350476452061764,-0.30855457567877353,-7.517374,4.984347,-0.5105657237385638,-0.08403578237727771,-8.57722,4.008841,-0.43282691884773655,-0.28697478505733276,-5.414652,4.4008074,0.42714161046795557,-0.04892469503188668,aqbil_buka
-0.00066670624,0.07855283,0.8721772484555094,4.014164827548414,0.046273887157440186,0.052938771802325583,0.06793812,857.2212042813644,831.6653730847028,25.42545816787621,0.00017587408,1440.7215207122092,0.11182023170922985,0.14926552805665907,-342.67343,72.98456,-1.008560855099652,0.011248512839143299,186.71742,37.423443,-1.5041984279820044,1.4274598763817767,-14.620292,48.217224,0.44137249731351513,-1.4168425145200325,-12.027045,24.637566,0.5887178026997099,-1.1853565410666551,0.14841451,14.323596,-0.5854252138946622,-0.24212082501515209,-3.549759,12.527051,1.3407511082104913,1.6314655486289693,-16.38555,11.751113,-0.005918908701773092,-0.4544621854119679,-12.587231,15.215107,0.4187821445071608,-0.7592875933150713,5.23102,5.7527657,-0.44562559018689135,0.3955309523797328,-2.8569827,12.261088,-0.3504513668268354,-1.3219312152853626,-10.093168,9.772222,0.5888230979393225,1.1123609257588178,0.7313026,14.137119,-0.5851419116877163,-1.3235515841566008,-7.28192,8.298626,-0.82487177445951,-0.2014787121495032,-23.970661,13.049455,0.43335668680412925,-1.214090497404343,-2.9866064,6.483477,-0.2704474839018271,-0.027342976962504206,3.737403,5.129085,-1.1328852662214952,1.3372705906673268,-12.754037,6.9526367,0.6621927383820438,-0.5416596141934793,-9.31986,4.680988,-0.4450468769067395,1.0005487843302445,-5.5097837,5.287295,-0.7864888236326577,-0.5753882218675406,-4.331971,4.5619636,-0.7894701686063852,0.33564305540255823,aqbil_buka
