mean,std,var,rms,zcr,min,max,peak_to_peak,median,iqr,energy,entropy_energy,skew,kurt,centroid,rolloff,bandwidth,flatness,contrast,entropy_spectral,label,filename
0.03327524,0.22670527,0.05139528,0.22913429,0.04140403053977273,-0.8870413,0.9999969,1.8870382,0.0,0.08055207692086697,1157.6805,1501.9891,0.4776078416191621,4.3993500814154425,889.735888869219,1760.0946599786932,1060.7992110263158,0.22941655,19.485921428240527,-6042.129392707526,buka,dataset48k/train\buka\buka48k-buka_111.wav.wav
0.020761186,0.1251295,0.015657395,0.12684014,0.044022993607954544,-0.65700686,0.99998474,1.6569916,0.0,0.013228229247033596,354.74966,622.2041,2.545372476129601,14.38477766781293,899.0664525701778,1553.082275390625,1255.1854595450654,0.20818883,16.8754152969084,-6114.871865754283,buka,dataset48k/train\buka\buka48k-buka_112.wav.wav
0.020676777,0.12507759,0.015644403,0.12677513,0.04428932883522727,-0.65673715,0.9999758,1.656713,0.0,0.012898406712338328,354.3861,621.45526,2.546734291530323,14.401966847566133,904.744111301483,1561.6466175426137,1265.6185089685996,0.20826727,16.890587075732157,-6159.183197917253,buka,dataset48k/train\buka\buka48k-buka_113.wav.wav
0.020795915,0.1251367,0.015659194,0.12685293,0.04420055042613636,-0.656847,0.99998856,1.6568356,0.0,0.013287034817039967,354.82123,622.4626,2.5447866778357615,14.378181043675763,899.1217278224536,1552.1034934303977,1257.1850671686013,0.20821212,16.86744903259991,-6115.303089426938,buka,dataset48k/train\buka\buka48k-buka_114.wav.wav
0.033151586,0.22667892,0.05138333,0.22909027,0.04141512784090909,-0.8876375,0.99998593,1.8876234,0.0,0.08026456879451871,1157.236,1500.825,0.47748732996843796,4.40435463599602,889.0249179079309,1759.8499644886363,1059.1478272015183,0.22937869,19.527604103506746,-6036.590555646761,buka,dataset48k/train\buka\buka48k-buka_115.wav.wav
0.03321413,0.22669972,0.051392764,0.22911993,0.041581587357954544,-0.88712794,0.99999136,1.8871193,0.0,0.0803892333060503,1157.5355,1501.4557,0.47754996838459923,4.401604510246692,893.6384184229922,1775.9998668323863,1065.0032968307967,0.22957096,19.486543973199705,-6072.542252548405,buka,dataset48k/train\buka\buka48k-buka_116.wav.wav
0.033108607,0.22668964,0.051388193,0.2290947,0.04150390625,-0.88736373,0.99998176,1.8873456,0.0,0.08008661260828376,1157.2805,1500.4739,0.4773476208120589,4.4060861966979505,893.3511485350366,1774.5316938920455,1065.385520891531,0.22948065,19.478969338144967,-6070.302943412676,buka,dataset48k/train\buka\buka48k-buka_117.wav.wav
0.033234093,0.226676,0.051382013,0.22909935,0.04140403053977273,-0.8869693,0.9999935,1.8869629,0.0,0.0804223301820457,1157.3275,1501.5623,0.47758483498574517,4.400888939147389,887.9311370934824,1756.179532137784,1058.047091214373,0.22936092,19.461919297594346,-6028.070539214213,buka,dataset48k/train\buka\buka48k-buka_118.wav.wav
0.020839062,0.1251715,0.015667904,0.12689433,0.04446688565340909,-0.6567599,0.9999924,1.6567523,0.0,0.013412483036518097,355.05286,622.8274,2.5443114253605557,14.371474290638329,898.5217347085684,1550.390625,1258.2142206308374,0.20824328,16.760769201774284,-6110.622492326378,buka,dataset48k/train\buka\buka48k-buka_119.wav.wav
0.028028259,0.23430832,0.054900385,0.23597874,0.029219193892045456,-0.89749354,0.9999969,1.8974905,0.0,0.04016845487058163,1227.8755,1493.8477,0.3105807904191243,4.097063429553429,863.5286790761769,1697.6973100142045,1047.9653289563316,0.32791594,18.11640832445791,-5838.34080917759,buka,dataset48k/train\buka\buka48k-buka_12.wav.wav
0.033107426,0.22661814,0.051355783,0.22902377,0.04141512784090909,-0.8872811,0.9999823,1.8872634,0.0,0.08022746443748474,1156.5641,1500.2742,0.47743565907523683,4.406192976360845,887.1304013395816,1754.4666637073863,1059.7570417985871,0.22916378,19.43828293264778,-6021.83405431168,buka,dataset48k/train\buka\buka48k-buka_120.wav.wav
0.029940132,0.20870352,0.043557156,0.21084017,0.036931818181818184,-0.8958048,0.99998367,1.8957884,0.0,0.066225083777681,980.20123,1328.2147,0.5279762697088359,5.431410817677916,933.3100498389751,1882.687100497159,1167.2024319570096,0.20630728,20.074955046162962,-6382.6624001723085,buka,dataset48k/train\buka\buka48k-buka_121.wav.wav
0.029968511,0.20867535,0.043545403,0.2108163,0.03702059659090909,-0.895522,0.99998665,1.8955086,0.0,0.06623719166964293,979.9794,1328.4366,0.5281032835401732,5.429557258850966,932.2073440493011,1878.77197265625,1167.7749283306593,0.20629187,20.107330279772572,-6374.019230670919,buka,dataset48k/train\buka\buka48k-buka_122.wav.wav
0.019428678,0.11747344,0.013800009,0.11906923,0.036909623579545456,-0.68425465,0.9999887,1.6842433,0.0,0.010553770698606968,312.61346,552.38666,2.7054189077184296,16.659042276014716,1047.6012591482793,1911.07177734375,1400.0177315625533,0.189965,17.097302958328807,-7285.289766784827,buka,dataset48k/train\buka\buka48k-buka_123.wav.wav
0.030068807,0.20865372,0.043536376,0.21080919,0.037109375,-0.89511216,0.99999565,1.8951077,0.0,0.0665550772100687,979.9133,1329.2451,0.5280532046640248,5.424588929209905,931.3119623329476,1877.7931906960227,1167.1014275791063,0.20623507,20.1413560411506,-6367.002057131483,buka,dataset48k/train\buka\buka48k-buka_124.wav.wav
0.019427892,0.11750361,0.013807099,0.11909887,0.03699840198863636,-0.6844462,0.999988,1.6844342,0.0,0.010540023213252425,312.76913,552.4697,2.70534557166644,16.660152234904615,1050.253424950506,1926.4875932173295,1400.9208896316238,0.19003712,17.24447087264071,-7306.389133024773,buka,dataset48k/train\buka\buka48k-buka_125.wav.wav
0.019427892,0.11750361,0.013807099,0.11909887,0.03699840198863636,-0.6844462,0.999988,1.6844342,0.0,0.010540023213252425,312.76913,552.4697,2.70534557166644,16.660152234904615,1050.253424950506,1926.4875932173295,1400.9208896316238,0.19003712,17.24447087264071,-7306.389133024773,buka,dataset48k/train\buka\buka48k-buka_126.wav.wav
0.019490642,0.11750908,0.013808385,0.11911452,0.036909623579545456,-0.68421274,0.99999493,1.6842077,0.0,0.010717466240748763,312.85132,552.87775,2.704351151552191,16.645922721532077,1049.1102436335848,1918.4126420454545,1402.8447077130982,0.18986616,17.293134367423765,-7297.293705436957,buka,dataset48k/train\buka\buka48k-buka_127.wav.wav
0.019472055,0.117508896,0.013808341,0.1191113,0.036820845170454544,-0.684172,0.9999931,1.684165,0.0,0.010661127045750618,312.8344,552.76514,2.7046776843306537,16.649859602210018,1045.9140047238384,1901.0392622514205,1398.9278439785392,0.18975078,17.130559266083306,-7271.8702687166615,buka,dataset48k/train\buka\buka48k-buka_128.wav.wav
0.019482244,0.1175042,0.013807237,0.119108334,0.03664328835227273,-0.68414617,0.99999434,1.6841404,0.0,0.010698191123083234,312.81882,552.8191,2.7045200654110357,16.64772123680744,1049.7782697195935,1922.8171608664773,1401.3554170409352,0.19004612,17.233794526104962,-7302.608531670199,buka,dataset48k/train\buka\buka48k-buka_129.wav.wav
0.02799302,0.23431894,0.054905366,0.23598512,0.029041637073863636,-0.8977678,0.99999297,1.8977607,0.0,0.040060984902083874,1227.9419,1493.5634,0.310354261627732,4.098376510144084,860.3907345090083,1689.132967862216,1045.2806232867945,0.32787618,18.072875013946017,-5813.992844671618,buka,dataset48k/train\buka\buka48k-buka_13.wav.wav
0.019516753,0.11751153,0.01380896,0.11912122,0.036820845170454544,-0.68414176,0.9999979,1.6841397,0.0,0.010808527935296297,312.88654,553.05426,2.703922374140441,16.63979909175607,1047.0048586178125,1911.3164728338068,1399.6265506957986,0.18988451,17.18090125386036,-7280.546012704508,buka,dataset48k/train\buka\buka48k-buka_130.wav.wav
0.030068213,0.20865671,0.043537624,0.21081205,0.03702059659090909,-0.89512634,0.9999955,1.8951218,0.0,0.06646675686351955,979.93994,1329.246,0.5280834001161758,5.424707351821928,930.3960593179589,1875.8356267755682,1166.711054739115,0.20620471,20.101833353932914,-6359.824947303232,buka,dataset48k/train\buka\buka48k-buka_131.wav.wav
0.019298406,0.117446996,0.013793796,0.11902195,0.035933061079545456,-0.68444026,0.99997395,1.6844141,0.0,0.01009967620484531,312.36526,551.4951,2.7069770274781804,16.686246455541195,1058.1853597987865,1957.5639204545455,1403.8499243696,0.19063045,17.071595363526033,-7369.531724749542,buka,dataset48k/train\buka\buka48k-buka_132.wav.wav
0.019505167,0.11750986,0.013808566,0.11911767,0.03699840198863636,-0.68418324,0.99999666,1.6841799,0.0,0.010777474846690893,312.86786,552.9775,2.7041063872490945,16.64247538104419,1046.863356147331,1907.156649502841,1400.0138148646417,0.18988603,17.162752884501923,-7279.4205556450415,buka,dataset48k/train\buka\buka48k-buka_133.wav.wav
0.01718989,0.119886026,0.01437266,0.121112145,0.034612482244318184,-0.66242105,0.9999954,1.6624165,0.0,0.006097524892538786,323.43277,519.58563,2.9491335560229484,18.914583956245174,1035.649529830588,1975.1819957386363,1373.0379075486387,0.23895745,16.841091756140017,-7190.291061866999,buka,dataset48k/train\buka\buka48k-buka_134.wav.wav
0.01704114,0.11985823,0.014365995,0.121063605,0.035233931107954544,-0.6628596,0.99997634,1.662836,0.0,0.005578500917181373,323.17352,518.5624,2.951589219577873,18.952387601756328,1089.1145073999876,2157.235440340909,1429.4480893977607,0.24071607,16.870086788876968,-7616.308734273749,buka,dataset48k/train\buka\buka48k-buka_135.wav.wav
0.027270146,0.20051372,0.040205754,0.20235962,0.03513405539772727,-0.8911912,0.9999225,1.8911138,0.0,0.04610951186623424,902.93463,1200.5856,0.6074802512116012,6.374356575255122,1031.1055907825157,2045.8989923650568,1209.118879795259,0.2746867,19.035226028403443,-7154.209518098889,buka,dataset48k/train\buka\buka48k-buka_136.wav.wav
0.02778312,0.2003769,0.040150903,0.20229387,0.03469016335227273,-0.88926524,0.99998325,1.8892485,0.0,0.047629078733734787,902.34796,1205.4012,0.6096041912141849,6.337516552172152,913.39932978988,1827.3859197443182,1132.2081905534492,0.2550523,19.272297097158003,-6226.801401797059,buka,dataset48k/train\buka\buka48k-buka_137.wav.wav
0.027705187,0.20046961,0.040188067,0.20237502,0.03467906605113636,-0.89050496,0.9999735,1.8904784,0.0,0.04749105533119291,903.072,1204.8102,0.6093519958329752,6.343773895379298,914.4434765291778,1829.3434836647727,1136.2991590887993,0.25483224,19.29771591705189,-6234.964274247537,buka,dataset48k/train\buka\buka48k-buka_138.wav.wav
0.017129367,0.11986059,0.014366562,0.12107839,0.03443492542613636,-0.66262245,0.99998814,1.6626105,0.0,0.005919113522395492,323.25247,519.1447,2.9500650475956616,18.92917879727463,1034.4843907366337,1972.2456498579545,1372.5593721728915,0.23874211,16.84704885655701,-7181.037269283078,buka,dataset48k/train\buka\buka48k-buka_139.wav.wav
0.027386887,0.23410203,0.05480376,0.23569854,0.028353604403409092,-0.89891076,0.99992484,1.8988357,0.0,0.038372984156012535,1224.9613,1487.9285,0.3062792345763589,4.12113182810199,877.496555253645,1717.0282537286932,1080.1672189797982,0.3305456,17.913648654071057,-5946.858238260137,buka,dataset48k/train\buka\buka48k-buka_14.wav.wav
0.027892986,0.20044068,0.040176462,0.20237213,0.034856622869318184,-0.8890574,0.99999374,1.8890512,0.0,0.04799490165896714,903.04626,1206.5087,0.6099318540743919,6.331117560054151,973.8258158479614,1920.370205965909,1143.3622463085337,0.27152112,19.452330986602487,-6701.121808378976,buka,dataset48k/train\buka\buka48k-buka_140.wav.wav
0.016857028,0.11966982,0.014320864,0.12085125,0.03443492542613636,-0.66142803,0.99995303,1.661381,0.0,0.0,322.04077,516.7884,2.9546212886316403,19.003183581119135,1081.238741696737,2079.177579012784,1403.2198542834324,0.24414505,16.814753660815153,-7553.385336906488,buka,dataset48k/train\buka\buka48k-buka_141.wav.wav
0.017163044,0.119869575,0.014368715,0.12109205,0.03452370383522727,-0.6626155,0.9999923,1.6626078,0.0,0.006012982223182917,323.32544,519.3723,2.9495200988183825,18.921339347673474,1037.5328374108205,1979.3418190696023,1375.3400957347815,0.23900732,16.87110709245507,-7205.251478662765,buka,dataset48k/train\buka\buka48k-buka_142.wav.wav
0.017142853,0.11988379,0.0143721225,0.12110326,0.034346147017045456,-0.6626019,0.99998975,1.6625917,0.0,0.005944129079580307,323.38528,519.2918,2.9499654314590527,18.926489232555607,1032.1508862836126,1962.4578302556818,1367.8230443913972,0.2386925,16.862376551275325,-7162.508007867239,buka,dataset48k/train\buka\buka48k-buka_143.wav.wav
0.026270345,0.1993303,0.039732568,0.20105396,0.03504527698863636,-0.8915412,0.99980664,1.8913479,0.0,0.043441727524623275,891.3205,1187.3972,0.602086245065439,6.446244778781219,1070.939425531303,2189.535245028409,1348.14121202442,0.26018667,18.806296220967265,-7471.1856221160715,buka,dataset48k/train\buka\buka48k-buka_144.wav.wav
0.0279094,0.20039825,0.040159456,0.20233238,0.034856622869318184,-0.88891685,0.99999595,1.8889128,0.0,0.04808702424634248,902.6916,1206.572,0.6100303588398581,6.329828738194886,976.5424858905411,1926.4875932173295,1144.9061929496147,0.27165148,19.41168501667308,-6722.536302296794,buka,dataset48k/train\buka\buka48k-buka_145.wav.wav
0.027589845,0.20044525,0.0401783,0.20233512,0.03469016335227273,-0.8905326,0.9999613,1.8904939,0.0,0.04721720004454255,902.71594,1203.6777,0.6092387425924153,6.350685825507375,920.9308081600888,1864.5796342329545,1143.4417108306986,0.255134,19.312465029086116,-6285.707238012226,buka,dataset48k/train\buka\buka48k-buka_146.wav.wav
0.027893117,0.2004053,0.040162284,0.20233712,0.034867720170454544,-0.88901323,0.9999942,1.8890074,0.0,0.04804178199265152,902.73376,1206.4475,0.6100036029071211,6.330797503268775,974.7866471775374,1921.3489879261363,1143.8773560127831,0.27161705,19.43348766359971,-6708.694817285578,buka,dataset48k/train\buka\buka48k-buka_147.wav.wav
0.025585927,0.19708332,0.038841836,0.1987372,0.031238902698863636,-0.87814057,0.999994,1.8781345,0.0,0.03247396368533373,870.89734,1113.1826,0.7305274457095542,7.158405345408953,932.5175071112734,1844.2699085582387,1082.2286667096114,0.31557795,18.146871013438265,-6376.450202402232,buka,dataset48k/train\buka\buka48k-buka_148.wav.wav
0.025417585,0.19700095,0.038809374,0.19863391,0.031327681107954544,-0.87844765,0.99997616,1.8784238,0.0,0.03202525805681944,869.99225,1111.5494,0.7297183005079526,7.169931095740571,979.2184894729543,1938.9670632102273,1107.4139166380817,0.32501382,18.01279859655204,-6743.637626558393,buka,dataset48k/train\buka\buka48k-buka_149.wav.wav
0.028028259,0.23430832,0.054900385,0.23597874,0.029219193892045456,-0.89749354,0.9999969,1.8974905,0.0,0.04016845487058163,1227.8755,1493.8477,0.3105807904191243,4.097063429553429,863.5286790761769,1697.6973100142045,1047.9653289563316,0.32791594,18.11640832445791,-5838.34080917759,buka,dataset48k/train\buka\buka48k-buka_15.wav.wav
0.027727256,0.23422346,0.05486063,0.23585892,0.028797496448863636,-0.8980853,0.99996454,1.8980498,0.0,0.03918188996613026,1226.6289,1491.0879,0.3089544731767277,4.108150451239528,868.172517702716,1709.197998046875,1057.463981017108,0.33036816,18.03966508648025,-5874.394231021731,buka,dataset48k/train\buka\buka48k-buka_16.wav.wav
0.027986651,0.23435552,0.05492251,0.2360207,0.028975053267045456,-0.8979359,0.99999183,1.8979278,0.0,0.04007955081760883,1228.3121,1493.5565,0.3102859826440606,4.098810336535347,859.7534396038637,1686.6860129616477,1045.0064235074938,0.32787782,18.05376285489684,-5809.049337777783,buka,dataset48k/train\buka\buka48k-buka_17.wav.wav
0.028014857,0.23429401,0.054893684,0.23596297,0.029219193892045456,-0.8974396,0.99999565,1.8974352,0.0,0.0401246165856719,1227.7114,1493.7148,0.3105103306349238,4.097478581645273,865.2339274928585,1701.3677423650568,1049.3686224526782,0.3279827,18.0846612952233,-5851.576970975776,buka,dataset48k/train\buka\buka48k-buka_18.wav.wav
0.022321163,0.1290824,0.016662264,0.13099808,0.030506480823863636,-0.65293103,0.99999446,1.6529255,0.0,0.016687711235135794,378.38895,693.171,2.274777221571643,12.1225627497982,790.539843878529,1387.1787331321023,1147.4627327673866,0.2775188,16.72753673963391,-5275.047911343985,buka,dataset48k/train\buka\buka48k-buka_19.wav.wav
0.02231795,0.12908314,0.016662458,0.13099828,0.030373313210227272,-0.65295166,0.9999941,1.6529458,0.0,0.016652719117701054,378.3901,693.16455,2.2747310573333954,12.122387235704716,790.6585426266233,1389.8703835227273,1147.4501571567228,0.27748558,16.70274147101277,-5275.9586620454465,buka,dataset48k/train\buka\buka48k-buka_2.wav.wav
0.02214378,0.12896384,0.016631674,0.13085113,0.030550870028409092,-0.6533166,0.9999759,1.6532925,0.0,0.01613798551261425,377.54056,691.50964,2.276919116460326,12.150584054782843,803.210280909114,1437.0966131036932,1158.8573258294164,0.27793607,16.65000083684044,-5372.365577048727,buka,dataset48k/train\buka\buka48k-buka_20.wav.wav
0.02697123,0.23385778,0.05468946,0.23540796,0.027998490767045456,-0.8967288,0.99987465,1.8966035,0.0,0.03700473066419363,1221.9429,1483.4531,0.30391359083547537,4.138608721748476,884.3824046574059,1731.954678622159,1117.8826610991712,0.32941228,17.967177001175013,-6000.436938707038,buka,dataset48k/train\buka\buka48k-buka_21.wav.wav
0.028028259,0.23430832,0.054900385,0.23597874,0.029219193892045456,-0.89749354,0.9999969,1.8974905,0.0,0.04016845487058163,1227.8755,1493.8477,0.3105807904191243,4.097063429553429,863.5286790761769,1697.6973100142045,1047.9653289563316,0.32791594,18.11640832445791,-5838.34080917759,buka,dataset48k/train\buka\buka48k-buka_22.wav.wav
0.02235488,0.12908386,0.01666264,0.13100527,0.030351118607954544,-0.6528966,0.999998,1.6528945,0.0,0.01679099351167679,378.4305,693.4022,2.274251588483763,12.11671573033657,789.9923618882041,1386.199951171875,1147.532290594566,0.27749708,16.681113030390737,-5270.847427105829,buka,dataset48k/train\buka\buka48k-buka_23.wav.wav
0.02697123,0.23385778,0.05468946,0.23540796,0.027998490767045456,-0.8967288,0.99987465,1.8966035,0.0,0.03700473066419363,1221.9429,1483.4531,0.30391359083547537,4.138608721748476,884.3824046574059,1731.954678622159,1117.8826610991712,0.32941228,17.967177001175013,-6000.436938707038,buka,dataset48k/train\buka\buka48k-buka_24.wav.wav
0.022345392,0.12907965,0.016661556,0.1309995,0.030439897017045456,-0.65289617,0.9999969,1.6528931,0.0,0.01678456086665392,378.39725,693.31616,2.2743921370195634,12.118573856148867,792.3938396910008,1398.434725674716,1150.3457815728334,0.27754506,16.645764232243412,-5289.27526711071,buka,dataset48k/train\buka\buka48k-buka_25.wav.wav
0.02799839,0.23430985,0.054901104,0.23597671,0.029041637073863636,-0.89754766,0.99999374,1.8975414,0.0,0.040075814351439476,1227.8545,1493.5868,0.3104260556648007,4.098254384448296,859.8425584299416,1686.9307084517045,1044.8194249942944,0.32781333,18.066449200789,-5809.7406055511165,buka,dataset48k/train\buka\buka48k-buka_26.wav.wav
0.022338962,0.12908573,0.016663129,0.13100442,0.030506480823863636,-0.6529528,0.9999961,1.6529489,0.0,0.016732979100197554,378.4256,693.307,2.2744582282691774,12.119296847262344,792.1786666742839,1398.190030184659,1149.6137177009764,0.27754065,16.72803810452346,-5287.623830828614,buka,dataset48k/train\buka\buka48k-buka_27.wav.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,1.0000007,0.0,-0.0,buka,dataset48k/train\buka\buka48k-buka_28.wav.wav
0.022300014,0.12904403,0.016652362,0.13095668,0.030417702414772728,-0.6528467,0.9999926,1.6528393,0.0,0.016618359368294477,378.14984,692.8784,2.2748897637358705,12.125296348057464,795.6321292136447,1402.1051580255682,1157.0785315837131,0.277589,16.641309295839832,-5314.135936759438,buka,dataset48k/train\buka\buka48k-buka_29.wav.wav
0.027974566,0.23429951,0.054896258,0.23596363,0.029063831676136364,-0.8975418,0.99999136,1.8975332,0.0,0.04002098273485899,1227.7183,1493.3868,0.3103147475996528,4.0989861414715625,864.3765755290534,1700.3889604048295,1048.5106139223617,0.32807916,18.02055706350839,-5844.921772671953,buka,dataset48k/train\buka\buka48k-buka_3.wav.wav
0.027967924,0.23425177,0.054873887,0.23591544,0.029130415482954544,-0.8975416,0.9999911,1.8975327,0.0,0.040024819783866405,1227.2168,1493.2551,0.3103079263417214,4.099046065834334,861.8521788231787,1693.5374866832387,1046.041129802642,0.32793248,18.100660400020548,-5825.331073742115,buka,dataset48k/train\buka\buka48k-buka_30.wav.wav
0.02784418,0.23423706,0.054867003,0.2358862,0.028886274857954544,-0.8976106,0.9999777,1.8975883,0.0,0.03961343877017498,1226.9127,1492.1411,0.309692290231353,4.103818023800607,872.1142833876637,1710.666170987216,1051.5954090837645,0.3315263,18.04087325060119,-5905.016457277419,buka,dataset48k/train\buka\buka48k-buka_31.wav.wav
0.026552651,0.23414685,0.054824743,0.2356476,0.028797496448863636,-0.9032461,0.99981135,1.9030575,0.0,0.03551781456917524,1224.4319,1479.7971,0.2996428426398516,4.157365224038987,963.3964773797273,1896.6347434303977,1217.6033733723712,0.33452126,17.657886440094508,-6618.981815322406,buka,dataset48k/train\buka\buka48k-buka_32.wav.wav
0.027948271,0.23427866,0.05488649,0.23593983,0.028886274857954544,-0.89753354,0.9999885,1.897522,0.0,0.03996680211275816,1227.4706,1493.1074,0.31016701552691883,4.099985247098352,861.4904777634162,1694.516268643466,1044.9388017042713,0.3278499,18.033866756074485,-5822.524680829584,buka,dataset48k/train\buka\buka48k-buka_33.wav.wav
0.022329092,0.1290726,0.016659738,0.13098979,0.0303955078125,-0.65289414,0.99999535,1.6528895,0.0,0.016715779900550842,378.3411,693.1826,2.274597245703919,12.12087697152202,790.8808047256348,1387.668124112216,1148.7529675499236,0.27752396,16.688647786776414,-5277.6640806288415,buka,dataset48k/train\buka\buka48k-buka_34.wav.wav
0.027847249,0.23422755,0.054862544,0.23587711,0.028886274857954544,-0.8984454,0.9999783,1.8984237,0.0,0.03965362999588251,1226.8181,1492.1912,0.3096232930343889,4.103326120395503,873.1900833737783,1717.5176447088068,1051.2837191298515,0.3314378,18.012276210437573,-5913.377076671693,buka,dataset48k/train\buka\buka48k-buka_35.wav.wav
0.027929865,0.23432,0.054905865,0.23597866,0.028975053267045456,-0.8978189,0.9999863,1.8978052,0.0,0.039879524149000645,1227.8748,1493.0378,0.310139341241271,4.100599644699082,866.7017151813433,1705.7722611860795,1047.809246612765,0.3291848,18.00709872491764,-5862.972650942887,buka,dataset48k/train\buka\buka48k-buka_36.wav.wav
